Observation Time,X,Y,Z
2025-2-24 12:17:0,84732.1732185008,90035.93516438574,-508690.49203735683
2025-2-24 12:18:0,84731.96866285522,90034.98416965108,-508690.77234505303
2025-2-24 12:18:0,84732.39916854072,90035.00521143273,-508690.20872872975
2025-2-24 12:19:0,84732.03487074841,90035.90766592164,-508690.1557463445
2025-2-24 12:19:0,84732.10756206233,90035.4864735904,-508690.09107992984
2025-2-24 12:20:0,84732.29478229303,90035.35988417946,-508689.7506725583
2025-2-24 12:20:0,84732.27936629672,90035.97780954491,-508689.613145303
2025-2-24 12:21:0,84732.13180537242,90035.78040139124,-508689.57863588165
2025-2-24 12:21:0,84732.29732693452,90034.8819883012,-508689.91259059124
2025-2-24 12:22:0,84732.26959253568,90035.03261134427,-508690.3420399502
2025-2-24 12:22:0,84731.9605889367,90035.93990619693,-508690.412539253
2025-2-24 12:23:0,84731.87153082807,90037.00179871943,-508690.3970728442
2025-2-24 12:23:0,84732.12349286396,90036.64650601082,-508690.0946113337
2025-2-24 12:24:0,84732.31375720818,90036.43268906724,-508690.42420755327
2025-2-24 12:24:0,84732.24077815283,90036.22641047675,-508690.4226347357
2025-2-24 12:25:0,84732.46915714163,90036.26222611338,-508690.32203965355
2025-2-24 12:25:0,84732.73569002468,90034.96409756344,-508690.18991028704
2025-2-24 12:26:0,84732.4606025638,90034.5158862735,-508690.3769349046
2025-2-24 12:26:0,84732.40630146582,90035.48589322649,-508690.39499619417
2025-2-24 12:27:0,84732.43205868173,90035.73728285011,-508690.25126443617
2025-2-24 12:27:0,84732.23051838297,90035.18998186596,-508690.6203718744
2025-2-24 12:28:0,84236.88097794075,26372.009557718673,-528927.3886913192
2025-2-24 12:28:0,84236.51350254659,26371.72328715425,-528927.8989894222
2025-2-24 12:29:0,84236.83410032559,26372.127104982064,-528927.5497398525
2025-2-24 12:29:0,84236.94580597151,26372.098260117025,-528927.3808161654
2025-2-24 12:30:0,84237.05012882221,26372.239710839727,-528927.4992089998
2025-2-24 12:30:0,84236.62228378002,26372.145792040305,-528927.2698077168
2025-2-24 12:31:0,84237.10033843014,26372.577968845406,-528926.5837673815
2025-2-24 12:31:0,84237.38815232832,26372.428915776574,-528926.1564660184
2025-2-24 12:32:0,84236.93839607853,26372.349400956446,-528926.958291145
2025-2-24 12:32:0,62166.24316308368,54328.437346745544,-620609.3897886425
2025-2-24 12:33:0,62165.49059563596,54328.22294498261,-620609.8659222722
2025-2-24 12:33:0,62165.9165400723,54328.2538396756,-620608.8665390704
2025-2-24 12:34:0,62165.952902083285,54328.58130854767,-620609.6040523816
2025-2-24 12:34:0,62165.90656291414,54328.28623410527,-620609.4926739875
2025-2-24 12:35:0,62166.20241819788,54328.50328215983,-620609.7466593534
2025-2-24 12:35:0,62165.79464357067,54328.303338157275,-620610.4494735394
2025-2-24 12:36:0,62165.62700207997,54328.42845269319,-620609.5257265996
2025-2-24 12:36:0,62166.2291568229,54328.183782112115,-620609.1397396531
2025-2-24 12:37:0,62166.10147890914,54328.45753657658,-620610.00578551
2025-2-24 12:37:0,62166.24381803069,54328.26053074215,-620609.6410972364
2025-2-24 12:38:0,62165.613730360754,54328.505253428855,-620610.5938594341
2025-2-24 12:38:0,62165.731493600644,54328.493851783016,-620609.9013952259
2025-2-24 12:39:0,62165.72751604114,54328.53276146416,-620610.5018262248
2025-2-24 12:39:0,62165.42327409703,54328.26660308454,-620610.2458475679
2025-2-24 12:40:0,62165.29169603158,54328.40036819343,-620610.6713543087
2025-2-24 12:40:0,62165.1730722161,54328.39685229611,-620610.939994391
2025-2-24 12:41:0,62165.566763740964,54328.202721404174,-620610.1948928535
2025-2-24 12:41:0,62165.59181751404,54328.274573497736,-620610.3938073311
2025-2-24 12:42:0,62165.50500185136,54328.34162172701,-620610.2045784537
2025-2-24 12:42:0,62165.428902116604,54328.256667819136,-620610.9145995844
2025-2-24 12:43:0,62165.57738859672,54328.48311212685,-620610.3942869548
2025-2-24 12:43:0,62165.34405002836,54328.24143385727,-620610.6962825954
2025-2-24 12:44:0,62165.01770750154,54328.54337147277,-620611.8630152177
2025-2-24 12:44:0,62165.36827663053,54328.28406859588,-620610.9895367827
2025-2-24 12:45:0,62165.52171965409,54328.302258439624,-620611.0116163027
2025-2-24 12:45:0,62165.51231498364,54328.391574729496,-620611.4426318947
2025-2-24 12:46:0,62165.45875758026,54328.0477601758,-620610.6673960239
2025-2-24 12:46:0,62165.57676809374,54328.41672414754,-620610.4644367974
2025-2-24 12:47:0,62165.25273892004,54328.33365289893,-620610.632981196
2025-2-24 12:47:0,62165.087923632,54328.52445332546,-620611.1386395134
2025-2-24 12:48:0,62164.97304844204,54328.22600929465,-620611.5685107596
2025-2-24 12:48:0,62165.38983530272,54328.43629373264,-620611.3557234611
2025-2-24 12:49:0,62165.329149858095,54328.47355198514,-620611.4556640815
2025-2-24 12:49:0,62165.40141076688,54328.039847001695,-620610.4815480355
2025-2-24 12:50:0,62165.46956423018,54328.52697143916,-620610.7005420215
2025-2-24 12:50:0,62165.11876734067,54328.44714577895,-620611.6160660535
2025-2-24 12:51:0,62165.14702726994,54328.54111368049,-620611.2237632833
2025-2-24 12:51:0,62165.24648993183,54328.87853597876,-620611.5987752005
2025-2-24 12:52:0,62165.17576883454,54328.35536160905,-620611.5308639389
2025-2-24 12:52:0,62165.20717235748,54328.270473437646,-620611.4221840836
2025-2-24 12:53:0,62165.24063317198,54327.8992498203,-620611.3104551677
2025-2-24 12:53:0,62165.290337291546,54328.417668886745,-620611.4803291094
2025-2-24 12:54:0,62165.27110483218,54328.02184238125,-620610.7948479541
2025-2-24 12:54:0,62165.07690575067,54328.21897164572,-620610.8291103914
2025-2-24 12:55:0,62165.10082342941,54328.25422644269,-620611.2787073702
2025-2-24 12:55:0,62165.38277295325,54328.33730232183,-620610.6105920728
2025-2-24 12:56:0,62165.35409537796,54328.31047399182,-620610.994424155
2025-2-24 12:56:0,62165.54963840637,54328.261211021134,-620610.9311999828
2025-2-24 12:57:0,62165.59395816643,54328.933328828105,-620611.276553994
2025-2-24 12:57:0,62165.21914994437,54328.46019921478,-620611.4334707018
2025-2-24 12:58:0,62165.49661554489,54328.46996371102,-620610.5528525207
2025-2-24 12:58:0,62165.57013421599,54328.42539650228,-620610.5940193255
2025-2-24 12:59:0,62165.38475934137,54328.48907073241,-620611.1249411423
2025-2-24 12:59:0,62164.98708257172,54328.551156949514,-620611.7952357475
2025-2-24 13:0:0,62165.55955569167,54328.51498045985,-620610.1975369863
2025-2-24 13:0:0,62165.59150440339,54328.28872790214,-620610.4862750433
2025-2-24 13:1:0,62165.34306206647,54328.59656116206,-620611.3899956644
2025-2-24 13:1:0,62165.11967001576,54328.48102170814,-620611.6822872069
2025-2-24 13:2:0,62165.569392000325,54328.49152806241,-620611.1134163793
2025-2-24 13:2:0,62165.40092993248,54328.31188880492,-620611.6322158054
2025-2-24 13:3:0,62165.26853913907,54328.552470149734,-620611.349575391
2025-2-24 13:3:0,62165.41684229765,54328.28426652428,-620611.243475981
2025-2-24 13:4:0,62165.32951618824,54328.343993773946,-620611.4585497472
2025-2-24 13:4:0,62165.32517999504,54328.31642847721,-620611.3590869159
2025-2-24 13:5:0,62165.160751731135,54328.33106667388,-620611.3902929872
2025-2-24 13:5:0,62165.404298541136,54328.40207643833,-620611.1710617021
2025-2-24 13:6:0,62165.15460728947,54328.54337442879,-620611.584657548
2025-2-24 13:6:0,62164.87185755093,54328.68192392241,-620611.8223421015
2025-2-24 13:7:0,62165.12838075776,54328.70015641142,-620611.537201751
2025-2-24 13:7:0,62165.488210589625,54329.035821317026,-620611.2796953265
2025-2-24 13:8:0,62165.153113254346,54328.577577069664,-620611.4884313308
2025-2-24 13:8:0,62165.18684677128,54328.49113944199,-620611.1027333606
2025-2-24 13:9:0,62165.34691483248,54328.501069557184,-620610.7263743989
2025-2-24 13:9:0,207745.04435593355,-5370059.254923549,-1750854.0983602162
2025-2-24 13:10:0,138603.27639451344,-2793807.4850552413,-1214057.8791629802
2025-2-24 13:10:0,104033.25505944807,-1505680.9050326755,-945659.016531134
2025-2-24 13:11:0,86747.65347084496,-861618.6123879214,-811460.2566136643
2025-2-24 13:11:0,78104.88096587453,-539587.0295476576,-744360.8605862614
2025-2-24 13:12:0,73783.30243478063,-378570.83480446204,-710811.628156757
2025-2-24 13:12:0,71622.47885499243,-298063.70136514097,-694037.2561416924
2025-2-24 13:13:0,70542.22020047251,-257810.19245848406,-685649.1662932746
2025-2-24 13:13:0,70002.34849414695,-237682.69433331277,-681455.6456816867
2025-2-24 13:14:0,69732.44776489679,-227619.46165837135,-679358.5783574544
2025-2-24 13:14:0,69597.62617365737,-222587.5239412335,-678310.0299278479
2025-2-24 13:15:0,69529.99950603861,-220071.5352628955,-677785.5797257628
2025-2-24 13:15:0,69495.73781093676,-218814.06638342116,-677524.0116438195
2025-2-24 13:16:0,69479.3514728928,-218184.5703309418,-677392.5034266524
2025-2-24 13:16:0,69470.60928908829,-217869.9386591946,-677327.6074694842
2025-2-24 13:17:0,69465.9837341914,-217713.20826749477,-677295.2154281866
2025-2-24 13:17:0,69463.99222096149,-217634.60090077642,-677278.9724398144
2025-2-24 13:18:0,69463.48350048531,-217595.14942721065,-677269.5568797942
2025-2-24 13:18:0,69462.92153084744,-217575.32868389014,-677265.7396231554
2025-2-24 13:19:0,69462.93188949022,-217565.66137606438,-677262.8594950195
2025-2-24 13:19:0,69462.88806586433,-217560.3205336013,-677261.8473522961
2025-2-24 13:20:0,69462.83701302204,-217557.6837099937,-677261.3352981266
2025-2-24 13:20:0,69462.46658855025,-217557.23871963445,-677260.586769687
2025-2-24 13:21:0,69462.37292198557,-217556.59197207142,-677261.1344774012
2025-2-24 13:21:0,69462.72035933752,-217555.76078919295,-677261.0142615642
2025-2-24 13:22:0,69462.3453126857,-217555.95259966675,-677261.7646667119
2025-2-24 13:22:0,69462.22393051255,-217556.28571659487,-677261.3895574566
2025-2-24 13:23:0,69461.92680220772,-217556.25503202874,-677261.964124307
2025-2-24 13:23:0,69461.90318146441,-217555.54955148112,-677262.5652216878
2025-2-24 13:24:0,69462.43447679374,-217555.60525607105,-677261.6470884234
2025-2-24 13:24:0,69462.33090474177,-217555.76048725445,-677261.2724168953
2025-2-24 13:25:0,69462.23487288598,-217555.76347496334,-677261.2287660595
2025-2-24 13:25:0,69462.18814903218,-217555.5079631598,-677261.2987825274
2025-2-24 13:26:0,69462.12282621209,-217555.65120254058,-677261.8225753903
2025-2-24 13:26:0,69462.16922006477,-217555.84254373398,-677261.3178458009
2025-2-24 13:27:0,69461.7701490419,-217556.422338044,-677262.4112690352
2025-2-24 13:27:0,69462.13702115137,-217555.91766516466,-677261.6058119256
2025-2-24 13:28:0,69462.74435543735,-217555.05171756606,-677260.6899757702
2025-2-24 13:28:0,69462.5714131454,-217554.9374030416,-677260.9341749158
2025-2-24 13:29:0,69462.23728644196,-217555.9678868891,-677261.361147916
2025-2-24 13:29:0,69462.01556827221,-217556.32851585906,-677261.995722469
2025-2-24 13:30:0,69462.19981915597,-217555.82760326166,-677261.8093701527
2025-2-24 13:30:0,69461.75543494243,-217555.56661796916,-677262.6594187114
2025-2-24 13:31:0,69461.92962119821,-217555.8438220301,-677262.7904519103
2025-2-24 13:31:0,69462.19966936577,-217555.99623600367,-677261.2319099326
2025-2-24 13:32:0,69461.68156877253,-217556.16072498795,-677262.6412860453
2025-2-24 13:32:0,69462.17569759954,-217555.97496193435,-677261.2939023077
2025-2-24 13:33:0,69462.33171512652,-217555.60441211026,-677260.812432671
2025-2-24 13:33:0,69462.49122819025,-217555.77068543408,-677260.6024530549
2025-2-24 13:34:0,69461.82275213394,-217556.27360308703,-677261.5020949747
2025-2-24 13:34:0,69462.02682049666,-217556.04482059527,-677261.633499518
2025-2-24 13:35:0,69461.99525332171,-217555.580500202,-677262.8106973879
2025-2-24 13:35:0,69462.47915908787,-217555.42431538712,-677261.5067582671
2025-2-24 13:36:0,69462.6913080113,-217555.12597150516,-677261.1115882974
2025-2-24 13:36:0,69462.05107786227,-217555.5402884872,-677262.4467580672
2025-2-24 13:37:0,69461.77286309097,-217556.3880363253,-677262.3691295721
2025-2-24 13:37:0,69462.09095011,-217556.57353341926,-677261.1696321908
2025-2-24 13:38:0,69462.34903802816,-217555.96900859076,-677261.1320607923
2025-2-24 13:38:0,69462.06424768735,-217555.0042306983,-677262.5603854638
2025-2-24 13:39:0,69462.41700740252,-217554.6090251745,-677261.9515897501
2025-2-24 13:39:0,69462.69908010308,-217554.67334572572,-677261.5961275101
2025-2-24 13:40:0,69462.95037867595,-217554.89144100595,-677260.4471200816
2025-2-24 13:40:0,458920.5189768644,-141120.8297573698,442284.893712081
2025-2-24 13:41:0,458921.20261364896,-141120.15358568702,442286.8661125079
2025-2-24 13:41:0,458925.6320824595,-141118.00521356586,442297.2803807035
2025-2-24 13:42:0,458925.383079526,-141117.99753729228,442297.1633137837
2025-2-24 13:42:0,458923.51594403107,-141118.99026987675,442292.4985005632
2025-2-24 13:43:0,458924.03310885746,-141118.41827949855,442294.06048122793
2025-2-24 13:43:0,458924.43024891336,-141117.99983943228,442294.3467035666
2025-2-24 13:44:0,458922.4849561723,-141119.24575602237,442289.98610738665
2025-2-24 13:44:0,458921.23175245244,-141120.12561554436,442286.8236441389
2025-2-24 13:45:0,458920.5467334362,-141120.40621809635,442285.05913416296
2025-2-24 13:45:0,458919.73564985115,-141120.85805208955,442283.51618216187
2025-2-24 13:46:0,458919.83451488335,-141120.84784785632,442283.5516202226
2025-2-24 13:46:0,458920.55723544676,-141120.64460290197,442284.95385388285
2025-2-24 13:47:0,458924.5951924296,-141118.43712004248,442294.3770233765
2025-2-24 13:47:0,458926.0897111567,-141117.23770729426,442297.98136452585
2025-2-24 13:48:0,458925.11786195356,-141118.02055901263,442296.3391388431
2025-2-24 13:48:0,458924.0706406804,-141118.72412332866,442293.3655096665
2025-2-24 13:49:0,458924.5042178603,-141118.41490837905,442294.5449484959
2025-2-24 13:49:0,458923.4513757499,-141118.96328545336,442292.53328374773
2025-2-24 13:50:0,458921.5248118313,-141120.31075906727,442287.69332329184
2025-2-24 13:50:0,458921.5782003077,-141120.16961298112,442287.80712554604
2025-2-24 13:51:0,458922.2229780527,-141119.94380851064,442289.0388525501
2025-2-24 13:51:0,458923.13224863727,-141119.32485388193,442291.4217706099
2025-2-24 13:52:0,150209.18484736327,-181939.12233851638,-439017.04212507606
2025-2-24 13:52:0,150209.0144896591,-181939.2546838985,-439017.2586555332
2025-2-24 13:53:0,150208.80252783466,-181939.41829082716,-439017.30516031384
2025-2-24 13:53:0,150208.57417878602,-181940.16163904194,-439018.08117595315
2025-2-24 13:54:0,150208.11211297382,-181940.71900021445,-439018.3897082582
2025-2-24 13:54:0,150208.33073829208,-181940.43412795637,-439018.4930021465
2025-2-24 13:55:0,150208.7328382181,-181939.3628127088,-439018.0786608979
2025-2-24 13:55:0,150208.56787399668,-181939.3752705564,-439018.21375300735
2025-2-24 13:56:0,150208.51368031,-181939.32420682136,-439018.2534760013
2025-2-24 13:56:0,150208.93288903031,-181938.61953164425,-439017.7302336842
2025-2-24 13:57:0,150208.8986958461,-181938.65087277416,-439017.8718957305
2025-2-24 13:57:0,150209.04469816107,-181938.88495002847,-439017.87847562134
2025-2-24 13:58:0,122596.87570990343,-232693.38431877803,-467254.2596789673
2025-2-24 13:58:0,122596.8442132296,-232693.79060710195,-467254.45377124846
2025-2-24 13:59:0,122596.6404746091,-232693.63500987712,-467254.703308437
2025-2-24 13:59:0,122596.5971734738,-232693.31298886586,-467254.91898840666
2025-2-24 14:0:0,122596.5131710777,-232693.75449455876,-467255.28213438764
2025-2-24 14:0:0,122596.64974570554,-232693.4648701397,-467255.2409651987
2025-2-24 14:1:0,122596.57537010964,-232693.5691208632,-467255.0939839035
2025-2-24 14:1:0,122596.6308084717,-232693.4758066458,-467254.93228111416
2025-2-24 14:2:0,122596.63148357999,-232693.51489876557,-467254.85426552594
2025-2-24 14:2:0,122596.45786547381,-232693.64094378214,-467255.1814506538
2025-2-24 14:3:0,122596.85651265364,-232693.65374375109,-467254.94352645427
2025-2-24 14:3:0,122596.67265568208,-232693.43456394385,-467254.7554608062
2025-2-24 14:4:0,122596.56626891997,-232693.24472582687,-467254.81000046805
2025-2-24 14:4:0,-5193920.0664743325,-3214916.7839643876,-8986057.336821087
2025-2-24 14:5:0,122596.98037037533,-232693.24451042686,-467254.2199944556
2025-2-24 14:5:0,122596.82542354707,-232693.38438743885,-467254.36448070034
2025-2-24 14:6:0,122596.86469359603,-232693.560848681,-467254.29673100635
2025-2-24 14:6:0,-6069553.304305225,-3706090.6866349517,-10389108.829200462
2025-2-24 14:7:0,-6504522.356075699,-3950080.1615103832,-11086071.965261236
2025-2-24 14:7:0,-6719163.613559731,-4070480.2932673185,-11429997.501436602
2025-2-24 14:8:0,-6823645.158619034,-4129087.6345057483,-11597411.29021002
2025-2-24 14:8:0,-6873051.228154584,-4156801.5024976763,-11676576.089427304
2025-2-24 14:9:0,-3243320.170495932,-2120756.0929094213,-5860556.891721521
2025-2-24 14:9:0,-1428454.4847578434,-1102733.6210249846,-2952547.4537524953
2025-2-24 14:10:0,-521021.45616920665,-593721.8142400214,-1498542.3458017632
2025-2-24 14:10:0,-67305.18028959446,-339216.50472682505,-771540.0484210551
2025-2-24 14:11:0,159553.26434428245,-211963.4633930323,-408038.33660735935
2025-2-24 14:11:0,272982.7656134004,-148336.97296944234,-226287.1011826992
2025-2-24 14:12:0,329697.34254911914,-116523.11810373116,-135411.49440419674
2025-2-24 14:12:0,358053.6684332602,-100617.26885512631,-89975.11495354772
2025-2-24 14:13:0,372231.9319723528,-92663.85997137029,-67256.95678340644
2025-2-24 14:13:0,379321.1112979604,-88688.04650041249,-55897.830583654344
2025-2-24 14:14:0,382866.1926588146,-86699.24119974274,-50217.75101542473
2025-2-24 14:14:0,384639.95215164684,-85704.3762047847,-47375.25422018021
2025-2-24 14:15:0,385525.9773701234,-85207.00753551137,-45955.55798881501
2025-2-24 14:15:0,385968.1049197074,-84959.39236780789,-45247.30756292492
2025-2-24 14:16:0,386189.53459552675,-84834.79682616863,-44892.77401779592
2025-2-24 14:16:0,386300.3814143706,-84772.7584798855,-44715.121410913765
2025-2-24 14:17:0,386356.1286411574,-84741.72855776522,-44626.22081120312
2025-2-24 14:17:0,386383.98163326085,-84726.201447034,-44581.4047075212
2025-2-24 14:18:0,386397.670210897,-84718.29176991593,-44559.376297429204
2025-2-24 14:18:0,386403.56248007994,-84714.9674205051,-44549.677661538124
2025-2-24 14:19:0,386406.5562511431,-84713.07739145841,-44544.957133583724
2025-2-24 14:19:0,386409.01883348357,-84711.91307938073,-44540.773641593754
2025-2-24 14:20:0,386410.3716160748,-84710.83183382984,-44538.475092701614
2025-2-24 14:20:0,386410.7547684973,-84710.88497512016,-44538.0740910247
2025-2-24 14:21:0,386410.92327551823,-84710.71773339596,-44537.7006501928
2025-2-24 14:21:0,386411.07986781467,-84710.64351345945,-44537.24634069204
2025-2-24 14:22:0,386411.4074074654,-84710.70750687804,-44537.11238570511
2025-2-24 14:22:0,386411.1949474467,-84710.40038076203,-44537.0700128898
2025-2-24 14:23:0,386411.62588522676,-84710.45166620772,-44536.72914664447
2025-2-24 14:23:0,386411.24993718136,-84710.59169286463,-44537.297289565206
2025-2-24 14:24:0,386410.8925446253,-84711.0483888292,-44538.24627363682
2025-2-24 14:24:0,386411.3556706235,-84710.27610204901,-44537.008646942675
2025-2-24 14:25:0,386411.1713753808,-84710.57310381878,-44537.43055315316
2025-2-24 14:25:0,386410.77729011513,-84710.7726517969,-44537.94376426935
2025-2-24 14:26:0,386411.45218129456,-84709.9628770889,-44536.45933441818
2025-2-24 14:26:0,386411.5385562107,-84710.21571256753,-44536.49933304638
2025-2-24 14:27:0,386411.15338331554,-84710.40084443029,-44537.084306403995
2025-2-24 14:27:0,386410.73556707706,-84710.77477833602,-44537.62486310303
2025-2-24 14:28:0,386411.36520786956,-84710.57607058223,-44536.922667361796
2025-2-24 14:28:0,386411.5917717358,-84710.53262715388,-44536.349243447185
2025-2-24 14:29:0,386411.1338389898,-84710.33990808736,-44537.15431660414
2025-2-24 14:29:0,386410.829612148,-84711.16582757581,-44537.84253329784
2025-2-24 14:30:0,386411.2011204781,-84710.5637389959,-44536.969743296504
2025-2-24 14:30:0,386411.64853466395,-84710.8863162079,-44536.29872721434
2025-2-24 14:31:0,386411.30495332833,-84710.42281836804,-44537.077617004514
2025-2-24 14:31:0,386411.1496012369,-84710.84650545169,-44537.27183930576
2025-2-24 14:32:0,386411.5362496255,-84710.6360399795,-44537.365757226944
2025-2-24 14:32:0,386411.21264890116,-84711.04343066525,-44537.396988369524
2025-2-24 14:33:0,386410.5947142672,-84711.1421017253,-44537.99677299708
2025-2-24 14:33:0,386411.0369250737,-84711.46056068104,-44537.63131841272
2025-2-24 14:34:0,310114.6263729399,-547753.4244410524,-145876.2693688646
2025-2-24 14:34:0,310114.4570860574,-547753.6888293175,-145876.96809619665
2025-2-24 14:35:0,310114.4849942811,-547753.6788881009,-145876.56335521862
2025-2-24 14:35:0,310114.6765839821,-547753.6278789171,-145876.03753201663
2025-2-24 14:36:0,310114.20777724404,-547753.9495728125,-145877.13030193374
2025-2-24 14:36:0,310114.30687135924,-547753.9167278798,-145876.60319741443
2025-2-24 14:37:0,310114.84386695083,-547753.5940061582,-145875.77456172556
2025-2-24 14:37:0,310114.7125932677,-547753.3666798247,-145876.2132484764
2025-2-24 14:38:0,310114.39139132295,-547753.862279359,-145876.60478308797
2025-2-24 14:38:0,310114.82924673427,-547753.5168442798,-145875.78272360936
2025-2-24 14:39:0,310114.77146400046,-547753.2663678599,-145875.80203767866
2025-2-24 14:39:0,1855197.2735744258,5302107.7651192555,5069679.813421857
2025-2-24 14:40:0,1071865.172263055,2336322.137872147,2425476.8168602334
2025-2-24 14:40:0,680199.1639644234,853429.9043010876,1103375.5827483013
2025-2-24 14:41:0,484366.56434724014,111984.44740018834,442325.903914541
2025-2-24 14:41:0,386450.0050079515,-258739.56677302785,111799.6260804329
2025-2-24 14:42:0,337491.3389131101,-444102.14415020193,-53464.228233155794
2025-2-24 14:42:0,313012.1947193472,-536783.2283811353,-136095.55930651352
2025-2-24 14:43:0,300772.61587984953,-583123.050817156,-177410.52575360052
2025-2-24 14:43:0,294653.11029896047,-606292.4384565649,-198067.72488683928
2025-2-24 14:44:0,291593.7104811026,-617876.473286892,-208395.9841145426
2025-2-24 14:44:0,290063.5054100165,-623670.0359257178,-213560.8662446309
2025-2-24 14:45:0,289298.1529091662,-626567.3160704009,-216144.45828011632
2025-2-24 14:45:0,288915.5790940719,-628014.7449585355,-217434.8467517821
2025-2-24 14:46:0,288724.54578693677,-628738.3536118388,-218080.25836287718
2025-2-24 14:46:0,288629.101799828,-629099.9761355703,-218402.56937837414
2025-2-24 14:47:0,288581.53040808346,-629280.8773007418,-218563.9353016354
2025-2-24 14:47:0,288557.3565358212,-629371.3003827238,-218644.3425468905
2025-2-24 14:48:0,288545.20032395516,-629417.1885894088,-218685.00288299378
2025-2-24 14:48:0,288539.0609593382,-629440.6711668631,-218705.76833526045
2025-2-24 14:49:0,288536.0449629715,-629451.9159087536,-218716.2173228506
2025-2-24 14:49:0,288534.0580551466,-629457.9740729153,-218721.6587693533
2025-2-24 14:50:0,288533.46043206286,-629460.6102207487,-218723.92549578473
2025-2-24 14:50:0,288533.6905455729,-629461.4794653447,-218724.65757578146
2025-2-24 14:51:0,288533.49408616964,-629461.868560897,-218725.04863735847
2025-2-24 14:51:0,288533.4583092006,-629461.6813694441,-218725.07466063183
2025-2-24 14:52:0,288533.65693981666,-629461.1857308976,-218724.5019980995
2025-2-24 14:52:0,288534.06407138985,-629460.6031581869,-218724.30616370216
2025-2-24 14:53:0,288533.6163489828,-629460.492036944,-218723.82782303356
2025-2-24 14:53:0,288533.43810250703,-629460.6417011067,-218724.07596278936
2025-2-24 14:54:0,288533.475862517,-629460.9288902429,-218723.79982763436
2025-2-24 14:54:0,288533.31860752497,-629461.5196141021,-218724.79282085598
2025-2-24 14:55:0,288533.38253618125,-629462.3959310155,-218725.88462082483
2025-2-24 14:55:0,288533.0470657712,-629463.7123781887,-218726.6569260517
2025-2-24 14:56:0,288532.73234393913,-629464.1245221782,-218727.04048767127
2025-2-24 14:56:0,288532.8518807264,-629463.6154416713,-218726.46803726815
2025-2-24 14:57:0,288533.4231313197,-629463.4746497392,-218726.00079250522
2025-2-24 14:57:0,288533.44543988165,-629463.0563867164,-218726.423489172
2025-2-24 14:58:0,288533.3373597907,-629463.5425285704,-218726.6214709459
2025-2-24 14:58:0,288533.2728799945,-629463.456822423,-218726.67527283914
2025-2-24 14:59:0,288533.20547065046,-629463.2591090135,-218726.50252077356
2025-2-24 14:59:0,288533.32827843074,-629462.386627916,-218725.57281450555
2025-2-24 15:0:0,288533.0494870683,-629462.3213897941,-218725.05031951517
2025-2-24 15:0:0,288533.3887880454,-629462.2980805857,-218725.13806081098
2025-2-24 15:1:0,288533.3936230624,-629462.1224007483,-218725.03477735538
2025-2-24 15:1:0,288533.6614699578,-629462.8588478554,-218726.0018072119
2025-2-24 15:2:0,288533.5074965963,-629463.3247589411,-218726.68925820477
2025-2-24 15:2:0,288533.3015988143,-629463.3066846121,-218726.24522006232
2025-2-24 15:3:0,288533.1652933927,-629462.8837383089,-218725.85744491406
2025-2-24 15:3:0,288533.49533287715,-629462.9904118085,-218725.91005878896
2025-2-24 15:4:0,288533.1656107092,-629463.2509105427,-218726.4203401357
2025-2-24 15:4:0,288532.99890906084,-629463.3644058795,-218726.27011218388
2025-2-24 15:5:0,288532.8454013774,-629462.7183468619,-218725.42686431855
2025-2-24 15:5:0,288532.6702705575,-629462.1877470405,-218725.15605324134
2025-2-24 15:6:0,288532.8146676896,-629462.769093544,-218725.54160705954
2025-2-24 15:6:0,288533.1553477319,-629462.7946677718,-218725.6989853615
2025-2-24 15:7:0,288532.80507773254,-629462.8522395294,-218725.5345799923
2025-2-24 15:7:0,288533.49931043107,-629462.757634592,-218725.9333200669
2025-2-24 15:8:0,288533.2196969157,-629462.7253619197,-218725.6173553858
2025-2-24 15:8:0,288533.3044334231,-629462.5290018206,-218725.45730467886
2025-2-24 15:9:0,288533.39976234455,-629462.2399399669,-218725.75566043518
2025-2-24 15:9:0,288533.3393299775,-629462.3823689444,-218725.49971870333
2025-2-24 15:10:0,288533.2850187225,-629462.9948160022,-218726.0403558137
2025-2-24 15:10:0,288533.38977671694,-629462.6631349938,-218725.5975807719
2025-2-24 15:11:0,288533.36164084356,-629461.9477805893,-218725.39033879526
2025-2-24 15:11:0,288533.61954217125,-629462.8683446355,-218726.38652353175
2025-2-24 15:12:0,288533.74712901656,-629462.8914098849,-218726.2835909985
2025-2-24 15:12:0,288533.19205023255,-629462.6981126049,-218725.97222674452
2025-2-24 15:13:0,288532.7642236771,-629462.2856633195,-218725.03656659275
2025-2-24 15:13:0,288533.0668824883,-629462.4860541595,-218725.48868134338
2025-2-24 15:14:0,2723290.502808667,-1624096.5406167486,-3716866.9418143798
2025-2-24 15:14:0,3942616.539703767,-2122208.7650156883,-5468734.756229781
2025-2-24 15:15:0,4554222.634856838,-2372059.1427652,-6347461.14538718
2025-2-24 15:15:0,268593.7524774531,-621317.0200101694,-190077.41807088815
2025-2-24 15:16:0,268593.75879014377,-621316.9002370823,-190077.58105989452
2025-2-24 15:16:0,268593.88985074405,-621316.6779437826,-190076.96916305088
2025-2-24 15:17:0,268594.1466860417,-621316.2471466919,-190077.12255885452
2025-2-24 15:17:0,268593.9843787709,-621316.6554015183,-190077.23336071149
2025-2-24 15:18:0,268593.73259284627,-621317.0492115102,-190077.76858365908
