Observation Time,X,Y,Z
2025-2-24 9:54:0,122021.49255597498,550874.1449048446,110207.8058744017
2025-2-24 9:55:0,122021.8946770886,550873.6968153751,110207.54695569444
2025-2-24 9:55:0,122022.89451332483,550873.7460208195,110207.50184727367
2025-2-24 9:56:0,122022.49913681578,550873.6133111033,110208.03235120699
2025-2-24 9:56:0,529853.7031691791,269105.87812306755,-134993.06534725428
2025-2-24 9:57:0,529854.3214179697,269105.73574385815,-134992.5890770033
2025-2-24 9:57:0,529853.9058665605,269105.85184415453,-134992.23249195516
2025-2-24 9:58:0,529853.6823631944,269105.74588328623,-134992.8100896664
2025-2-24 9:58:0,529853.3732130947,269105.61257563555,-134993.07408042997
2025-2-24 9:59:0,529853.3799273344,269105.58430527174,-134992.7184842527
2025-2-24 9:59:0,529854.0176870944,269105.67577517056,-134992.83182168752
2025-2-24 10:0:0,529853.8688993277,269105.51326457434,-134993.49982090294
2025-2-24 10:0:0,529853.7323763194,269105.5300698879,-134993.49818719178
2025-2-24 10:1:0,529853.9315594109,269105.82426127815,-134992.83665721864
2025-2-24 10:1:0,526536.7909685941,284639.36692806357,-146190.83927960694
2025-2-24 10:2:0,526536.6743872585,284638.98689236515,-146191.29190520197
2025-2-24 10:2:0,526536.7241368862,284638.85088824504,-146191.82041636854
2025-2-24 10:3:0,526536.7785725864,284639.1719294565,-146191.26452723145
2025-2-24 10:3:0,526536.6460207226,284639.2094163301,-146190.90872200578
2025-2-24 10:4:0,526536.8168635936,284639.3239407765,-146190.77065534145
2025-2-24 10:4:0,526536.81790742,284639.3880147266,-146190.70912126452
2025-2-24 10:5:0,526536.4132640185,284639.2213493141,-146191.14210873842
2025-2-24 10:5:0,526537.0639026584,284639.2333924102,-146191.3618357554
2025-2-24 10:6:0,526536.5792585881,284639.2258639785,-146191.15825156868
2025-2-24 10:6:0,526536.299440098,284639.24009105586,-146190.74948450923
2025-2-24 10:7:0,526536.6282940628,284639.1807157474,-146190.89754109085
2025-2-24 10:7:0,526536.2703735353,284639.5990128147,-146190.51075950265
2025-2-24 10:8:0,526536.066140187,284639.7504679563,-146190.04067604244
2025-2-24 10:8:0,526536.8657443644,284639.20869291597,-146190.80638376623
2025-2-24 10:9:0,526536.6368280323,284639.2747624966,-146190.64547348022
2025-2-24 10:9:0,526537.0464748265,284639.43174737715,-146190.63104952127
2025-2-24 10:10:0,526537.2399417581,284639.4918983581,-146191.04471877962
2025-2-24 10:10:0,526536.9387676986,284639.1113479587,-146191.19018677622
2025-2-24 10:11:0,526537.0673951777,284639.0410263615,-146191.25070417672
2025-2-24 10:11:0,526537.3793807896,284639.04320909106,-146191.45015098155
2025-2-24 10:12:0,526536.918732387,284639.3160927149,-146190.81956393272
2025-2-24 10:12:0,526536.7152905287,284638.98858325207,-146191.44109588116
2025-2-24 10:13:0,526536.5299316915,284639.2589729207,-146190.76258842647
2025-2-24 10:13:0,526536.7898850711,284639.1332831236,-146190.7912117839
2025-2-24 10:14:0,526536.654493195,284639.2082759964,-146190.98504585028
2025-2-24 10:14:0,526536.1370288702,284639.0676019343,-146191.03377038985
2025-2-24 10:15:0,526536.8724684091,284639.1029817166,-146191.24550274014
2025-2-24 10:15:0,526537.104307008,284639.25261047506,-146191.05883910507
2025-2-24 10:16:0,526536.5423774393,284639.0052141028,-146190.77617228776
2025-2-24 10:16:0,526536.6262832852,284639.235338025,-146190.53237181902
2025-2-24 10:17:0,526536.7205704572,284639.14685862535,-146190.93634758145
2025-2-24 10:17:0,526536.210314584,284639.2373056712,-146190.58459287137
2025-2-24 10:18:0,526536.5517771365,284639.25184820616,-146191.16143998504
2025-2-24 10:18:0,526536.310808179,284639.35566660785,-146190.8469060287
2025-2-24 10:19:0,526536.4440085562,284639.18450754904,-146190.88814201206
2025-2-24 10:19:0,526536.5367834689,284639.4686130958,-146190.6184328869
2025-2-24 10:20:0,526536.7707812162,284639.5646239596,-146190.46743554622
2025-2-24 10:20:0,526536.2269313456,284639.3479598614,-146190.82524790615
2025-2-24 10:21:0,526536.7245933684,284638.971368626,-146191.7307767421
2025-2-24 10:21:0,526536.3602627637,284639.1017168539,-146190.58024989069
2025-2-24 10:22:0,526537.1574899526,284639.18131832057,-146190.96533107013
2025-2-24 10:22:0,526537.0146361561,284639.57518220716,-146190.39434424788
2025-2-24 10:23:0,526537.0992114963,284639.54009202146,-146191.10209784657
2025-2-24 10:23:0,526537.3264113041,284639.406266168,-146191.12047528476
2025-2-24 10:24:0,526537.1874637278,284639.0561004954,-146191.0103476718
2025-2-24 10:24:0,526536.6583720716,284638.8524444627,-146191.50355640054
2025-2-24 10:25:0,526536.5494582774,284639.1935339349,-146190.98430090398
2025-2-24 10:25:0,526536.7826140346,284639.5806754234,-146190.29399101436
2025-2-24 10:26:0,526536.9599957736,284639.12170162075,-146191.36276581138
2025-2-24 10:26:0,526536.6988909664,284639.0002147781,-146191.29697570205
2025-2-24 10:27:0,526536.3536336096,284639.19351995015,-146191.00039952993
2025-2-24 10:27:0,526537.1206367137,284638.7068754139,-146191.89142630994
2025-2-24 10:28:0,526536.9196851524,284638.8582127767,-146191.34506703168
2025-2-24 10:28:0,526537.1634985777,284638.85039365315,-146191.75890085846
2025-2-24 10:29:0,526536.8697292777,284639.3539866137,-146190.90717421472
2025-2-24 10:29:0,526537.3832756104,284639.87641512626,-146190.1266250983
2025-2-24 10:30:0,526537.1640579673,284639.21576538705,-146191.1442032084
2025-2-24 10:30:0,526535.7492715092,284639.30077911937,-146191.14130207896
2025-2-24 10:31:0,526535.7716585519,284638.94768932485,-146191.11826948822
2025-2-24 10:31:0,526536.1298075737,284639.18190351897,-146190.81971836835
2025-2-24 10:32:0,526536.3529443415,284639.20462065213,-146191.40725500882
2025-2-24 10:32:0,526536.7201255085,284639.1073206442,-146191.33074341714
2025-2-24 10:33:0,526537.1171068819,284639.515883893,-146190.4920987934
2025-2-24 10:33:0,526537.5041758241,284639.71079102927,-146190.63345710188
2025-2-24 10:34:0,526536.717066926,284639.39087372296,-146190.66482639313
2025-2-24 10:34:0,526536.0619318606,284638.8931806984,-146191.58037555963
2025-2-24 10:35:0,526535.8357433798,284639.04950489127,-146191.32843275368
2025-2-24 10:35:0,526536.3469863059,284638.97279135906,-146191.4056058079
2025-2-24 10:36:0,526536.3257120224,284639.0861303734,-146191.18658157438
2025-2-24 10:36:0,526536.8680451782,284638.8183141353,-146191.54195544124
2025-2-24 10:37:0,526536.8795267465,284638.95980194234,-146191.32370834798
2025-2-24 10:37:0,526535.919496459,284639.6263801011,-146190.45565571636
2025-2-24 10:38:0,526536.1621431233,284638.96224477165,-146191.040390186
2025-2-24 10:38:0,526536.1619233461,284639.2476968991,-146191.02441675216
2025-2-24 10:39:0,526536.0915627005,284638.88562701666,-146191.5952905491
2025-2-24 10:39:0,526536.4473769786,284638.76888221526,-146191.7265835032
2025-2-24 10:40:0,526537.334335235,284639.0277283194,-146191.42408587039
2025-2-24 10:40:0,526537.7209395142,284639.47725885385,-146190.8834129423
2025-2-24 10:41:0,526538.6278667273,284639.79005260044,-146190.49191454053
2025-2-24 10:41:0,526539.1062538894,284640.12417258346,-146190.01429213583
2025-2-24 10:42:0,526538.8476295741,284640.328912765,-146189.78696466982
2025-2-24 10:42:0,526538.3476768257,284639.90951287025,-146190.2355464697
2025-2-24 10:43:0,526537.5396771105,284639.60863923305,-146190.6540458277
2025-2-24 10:43:0,526537.4388452442,284639.6365073251,-146190.29533895105
2025-2-24 10:44:0,526537.1391454162,284639.3896990421,-146190.57238139212
2025-2-24 10:44:0,526537.190863681,284639.15850680345,-146190.52761562914
2025-2-24 10:45:0,526537.1588693531,284639.04110832536,-146191.42276251316
2025-2-24 10:45:0,526536.9044518741,284639.28289081925,-146191.03067674488
2025-2-24 10:46:0,526536.5438358011,284638.9407841789,-146190.93697297573
2025-2-24 10:46:0,526536.8227264108,284638.62701211893,-146191.9979481399
2025-2-24 10:47:0,526536.9566197367,284638.98041466647,-146191.17578855902
2025-2-24 10:47:0,526537.6360470178,284639.32332912856,-146190.70513931662
2025-2-24 10:48:0,526537.05822849,284639.1345789137,-146191.25099302828
2025-2-24 10:48:0,526536.5759261819,284638.7266387048,-146191.47824602574
2025-2-24 10:49:0,526535.0955989631,284638.232496314,-146192.32562542707
2025-2-24 10:49:0,526533.9574766876,284637.50651220256,-146193.00623895973
2025-2-24 10:50:0,526533.2757039191,284637.3310238945,-146193.15054596215
2025-2-24 10:50:0,526533.3500362011,284636.9675936776,-146193.82235200703
2025-2-24 10:51:0,11429223.092040118,-8791479.183928326,-10686495.81848931
2025-2-24 10:51:0,6059462.490459082,-4321335.244744867,-5495214.922691621
2025-2-24 10:52:0,3374583.005707306,-2086263.620417196,-2899574.881636508
2025-2-24 10:52:0,2032142.759098363,-968727.5371952129,-1601754.6224188432
2025-2-24 10:53:0,1360923.6004792126,-409959.51196690626,-952844.5742393956
2025-2-24 10:53:0,1025314.0896977456,-130575.48933797303,-628389.6237477846
2025-2-24 10:54:0,857509.2866257103,9116.501863125974,-466161.66348362714
2025-2-24 10:54:0,773606.2282239916,78962.51090630915,-385048.0427748263
2025-2-24 10:55:0,731655.2410781952,113885.64275667098,-344490.80628507584
2025-2-24 10:55:0,710679.8739352049,131347.24205156442,-324212.39566235244
2025-2-24 10:56:0,700190.8989156755,140077.90009592127,-314073.35444398224
2025-2-24 10:56:0,694946.1896533789,144442.9869449551,-309003.6622136906
2025-2-24 10:57:0,692323.482317281,146625.71177379813,-306469.0664884001
2025-2-24 10:57:0,691011.9648741158,147716.8543907779,-305202.16121190414
2025-2-24 10:58:0,690356.2367837401,148262.46771009665,-304568.33955447376
2025-2-24 10:58:0,166776.52634963114,61389.46551893678,-424022.94082111865
2025-2-24 10:59:0,167051.30029508192,61598.739424810075,-423764.473433055
2025-2-24 10:59:0,167189.63221212942,61703.753915787005,-423634.7097124979
2025-2-24 11:0:0,167258.66435476858,61756.060953706765,-423569.8676580265
2025-2-24 11:0:0,167293.5185134085,61782.244266301655,-423537.424262248
2025-2-24 11:1:0,167310.38840016443,61795.69826912161,-423521.25935604423
2025-2-24 11:1:0,167318.6877795132,61802.393080674374,-423513.05369157344
2025-2-24 11:2:0,167323.33399650175,61805.48550871041,-423509.0190375373
2025-2-24 11:2:0,167324.00704595167,61806.74334190067,-423507.4868509695
2025-2-24 11:3:0,167325.21532699186,61807.35758442458,-423506.8264448568
2025-2-24 11:3:0,167326.39594086725,61807.89575836834,-423506.0822002962
2025-2-24 11:4:0,167327.5996707352,61808.657806776726,-423505.54097225517
2025-2-24 11:4:0,167326.54653331358,61808.59025716808,-423505.400300391
2025-2-24 11:5:0,167326.16035696585,61808.36332964923,-423505.5396189019
2025-2-24 11:5:0,167325.94564565737,61808.69449058201,-423505.2677983865
2025-2-24 11:6:0,167326.13461705763,61808.68457262989,-423505.4889991954
2025-2-24 11:6:0,167325.5131302746,61808.45572792765,-423505.26138497144
2025-2-24 11:7:0,167325.7071556719,61808.37497790184,-423505.261734657
2025-2-24 11:7:0,167325.8484439524,61808.63658371594,-423505.04392620176
2025-2-24 11:8:0,167326.082257119,61808.72334790256,-423505.0616585091
2025-2-24 11:8:0,167325.67200264055,61808.47741737988,-423505.01654120535
2025-2-24 11:9:0,167325.4416091116,61808.41347498473,-423504.9115194753
2025-2-24 11:9:0,167325.93977698404,61808.52625317153,-423504.91362389177
2025-2-24 11:10:0,167326.6673900755,61808.57276873317,-423504.95529095083
2025-2-24 11:10:0,167326.71977814753,61808.252783186996,-423505.542766802
2025-2-24 11:11:0,167326.27724966127,61808.58113695707,-423505.1153967008
2025-2-24 11:11:0,167327.5084398659,61808.69245564964,-423505.04484993964
2025-2-24 11:12:0,167327.1817843588,61808.74166724112,-423505.167591162
2025-2-24 11:12:0,167326.80624553282,61808.595601015055,-423505.4230075702
2025-2-24 11:13:0,167326.35754546244,61808.416002944374,-423505.0745930001
2025-2-24 11:13:0,167326.63041850645,61808.51612085875,-423505.2696951553
2025-2-24 11:14:0,167326.7201767834,61808.64065521982,-423505.09998909384
2025-2-24 11:14:0,167326.69646915514,61808.847061127686,-423504.94997087866
2025-2-24 11:15:0,167327.45158943255,61808.54884993311,-423505.29886408895
2025-2-24 11:15:0,167327.57407685835,61808.5461754876,-423505.2609042004
2025-2-24 11:16:0,167327.26885899622,61808.66207791891,-423505.3279203847
2025-2-24 11:16:0,167327.41761740763,61808.45528654035,-423505.4265631065
2025-2-24 11:17:0,167327.5168476971,61808.601771578455,-423505.29181525856
2025-2-24 11:17:0,167327.80458816607,61808.78734910514,-423505.058350496
2025-2-24 11:18:0,167327.73486563284,61808.91011498895,-423504.9186340496
2025-2-24 11:18:0,167326.7803334864,61808.748682394886,-423504.98721123487
2025-2-24 11:19:0,167327.06583806593,61808.7624442878,-423504.78323543817
2025-2-24 11:19:0,167326.8511312874,61808.70992642667,-423505.3228773549
2025-2-24 11:20:0,167325.8506320389,61808.53782308128,-423505.1948854551
2025-2-24 11:20:0,167326.85760172922,61808.3952394503,-423505.31088925153
2025-2-24 11:21:0,167326.74250766356,61808.48890204009,-423504.9754736498
2025-2-24 11:21:0,167327.09966990072,61808.63263666656,-423505.09750101715
2025-2-24 11:22:0,167326.82605156023,61808.74703976538,-423504.7921544388
2025-2-24 11:22:0,167327.54818865377,61808.89876905855,-423504.7926245555
2025-2-24 11:23:0,167329.28248533327,61808.5849941599,-423505.2123384252
2025-2-24 11:23:0,167327.2478273781,61808.78852829363,-423505.12603802234
2025-2-24 11:24:0,167327.34610923845,61808.56109510388,-423505.3444665447
2025-2-24 11:24:0,167326.64915057737,61808.42359227713,-423505.1952977851
2025-2-24 11:25:0,167327.34112128336,61808.45504040297,-423505.53769706935
2025-2-24 11:25:0,167326.9219044121,61808.52514591094,-423505.6101979688
2025-2-24 11:26:0,167327.88110002596,61808.48176395919,-423505.24259176105
2025-2-24 11:26:0,167327.14959391672,61808.52374099221,-423505.0299945697
2025-2-24 11:27:0,167326.98613759596,61808.713145397865,-423505.1100019887
2025-2-24 11:27:0,167327.5966682108,61808.910073407256,-423505.0397237018
2025-2-24 11:28:0,167327.43846747,61809.160604775214,-423504.879621394
2025-2-24 11:28:0,167327.6140188845,61808.559214256966,-423505.47372380644
2025-2-24 11:29:0,167326.38833901007,61808.61022266027,-423505.3308451995
2025-2-24 11:29:0,167327.07160874922,61808.77149888899,-423505.714614816
2025-2-24 11:30:0,167326.8554699095,61808.68784490999,-423505.31099713594
2025-2-24 11:30:0,167327.54105719645,61808.77300762411,-423505.3951045349
2025-2-24 11:31:0,167326.51810988504,61808.49903408464,-423505.2931387201
2025-2-24 11:31:0,167326.80247100908,61808.51001363274,-423505.2438540831
2025-2-24 11:32:0,167327.19462117273,61808.36492934849,-423505.05294115096
2025-2-24 11:32:0,167327.14529129583,61808.26119126406,-423505.3455458805
2025-2-24 11:33:0,167327.28517445643,61808.81956022259,-423505.0368536189
2025-2-24 11:33:0,167328.66150971968,61808.63500481125,-423505.5979677215
2025-2-24 11:34:0,167327.8799303444,61808.47292096939,-423505.0531368777
2025-2-24 11:34:0,167327.29084107,61808.68601391491,-423504.98477176577
2025-2-24 11:35:0,167327.43430110533,61808.43762744989,-423505.36678571254
2025-2-24 11:35:0,167327.80140194017,61809.07483071115,-423505.4638459757
2025-2-24 11:36:0,167327.48144313414,61808.91359987136,-423505.1606753841
2025-2-24 11:36:0,167327.23502370436,61808.62968602058,-423505.19979114085
2025-2-24 11:37:0,167326.52706941683,61808.8203777599,-423505.2152844891
2025-2-24 11:37:0,167326.62546655256,61808.71809997436,-423505.2522170618
2025-2-24 11:38:0,167327.37948664743,61809.02083195772,-423504.9043924436
2025-2-24 11:38:0,167327.9960386427,61808.80064497914,-423505.2935095653
2025-2-24 11:39:0,167327.46875080187,61808.70294489738,-423505.2790282294
2025-2-24 11:39:0,167326.33467265684,61808.856407493615,-423505.1197546497
2025-2-24 11:40:0,167326.75610741694,61808.383329302334,-423505.61449117213
2025-2-24 11:40:0,167327.3517317446,61808.83436948832,-423505.13114296645
2025-2-24 11:41:0,167327.7700252207,61808.440420098865,-423505.0731886253
2025-2-24 11:41:0,167327.0258640917,61808.5784456956,-423505.1456253752
2025-2-24 11:42:0,167328.09095391352,61808.79868403103,-423504.9172251448
2025-2-24 11:42:0,167327.15491351206,61808.346326567495,-423505.49061911553
2025-2-24 11:43:0,167328.03743728716,61808.82155258235,-423504.9987121746
2025-2-24 11:43:0,167328.63857778627,61808.677267439925,-423505.0671728775
2025-2-24 11:44:0,167327.5451527508,61808.6737291741,-423504.82923907787
2025-2-24 11:44:0,167328.41216382105,61808.63839496698,-423505.2092389837
2025-2-24 11:45:0,-14539115.345579363,-1608812.345439961,-2817754.790980314
2025-2-24 11:45:0,-14572088.898353409,-1612557.941806251,-2823122.9326785486
2025-2-24 11:46:0,-14582192.059639748,-1613705.648666931,-2824767.5278051207
2025-2-24 11:46:0,-4052371.570924158,-5331019.619314159,-8069196.349360913
2025-2-24 11:47:0,-439381.2584160669,-4811244.824745358,-7326128.391133007
2025-2-24 11:47:0,-150370.61019932386,-2366484.3534573833,-3863183.924623916
2025-2-24 11:48:0,-5864.753461408429,-1144104.514821218,-2131711.638758826
2025-2-24 11:48:0,66387.83675194997,-532914.1158161198,-1265975.2705438808
2025-2-24 11:49:0,102514.26666655112,-227318.97819118082,-833106.7731918851
2025-2-24 11:49:0,120577.89409640152,-74521.8597926113,-616672.7604307532
2025-2-24 11:50:0,129609.54147897381,1877.336783309729,-508455.23540479876
2025-2-24 11:50:0,134125.19666860718,40076.20949694075,-454347.01202134043
2025-2-24 11:51:0,136383.1256287666,59175.710037892946,-427293.01133483835
2025-2-24 11:51:0,137512.19734815974,68726.1448547908,-413765.95624344423
2025-2-24 11:52:0,138076.82323088963,73500.88908978298,-407002.5109947976
2025-2-24 11:52:0,138359.01559488196,75887.87846526902,-403620.4789958559
2025-2-24 11:53:0,138499.68094804604,77081.9560678576,-401929.609158393
2025-2-24 11:53:0,138570.22463425715,77678.88434284113,-401084.2917549778
2025-2-24 11:54:0,138606.07375201304,77977.28957729533,-400661.63489743415
2025-2-24 11:54:0,138623.40952633787,78126.7939715742,-400450.1964536514
2025-2-24 11:55:0,138632.26913670916,78201.41879885856,-400344.30244132876
2025-2-24 11:55:0,138636.72334709484,78238.38942992061,-400291.7644435754
